text,nic_code,nic_label,division
i do dairy product making ghee butter for export,10504,Manufacture of cream butter cheese ghee,Manufacturing
i am doing we dry and pack fish for local market,10201,Sun-drying of fish,Manufacturing
egg production farm,1462,Production of eggs,Agriculture
we have a tailoring unit for local market,14105,Custom tailoring,Manufacturing
vehicle repair garage,45200,Maintenance and repair of motor vehicles,Trade
the company is engaged in machine repair workshop as msme,33121,Repair of engines and turbines,Manufacturing
cardboard box making,17023,Manufacture of card board boxes,Manufacturing
i do aerated drinks manufacturing for domestic market,11041,Manufacture of aerated drinks,Manufacturing
my work is imitation artificial jewellery,32120,Manufacture of imitation jewellery,Manufacturing
we do jute bag making in india,13942,Manufacture of cordage or rope of jute,Manufacturing
my work is potato farming as msme,1135,Growing of potatoes and tubers,Agriculture
i do fishing in sea for export,3111,Fishing in ocean and coastal waters,Agriculture
this unit is involved in packaged water business as msme,11043,Manufacture of mineral water,Manufacturing
real estate agent broker at home,68200,Real estate activities on fee basis,Real Estate
this unit is involved in we export organic basmati rice in my city,1121,Organic farming of basmati rice,Agriculture
we are into clothing shop on small scale,47711,Retail sale of readymade garments,Trade
we are into we make jaggery gur in india,10722,Manufacture of gur from sugarcane,Manufacturing
phenyl disinfectant making,20212,Manufacture of disinfectants,Manufacturing
i do computer assembly in india,26201,Manufacture of desktop and laptop computers,Manufacturing
we do cement manufacturing for export,23941,Manufacture of clinkers and cement,Manufacturing
money lending for local market,64920,Other credit granting,Finance
we have a footwear manufacturing,15201,Manufacture of leather footwear,Manufacturing
we have a i make agarbatti,20238,Manufacture of agarbatti,Manufacturing
spice grinding and processing in my city,10795,Grinding and processing of spices,Manufacturing
our business is coffee plantation on small scale,1272,Growing of coffee,Agriculture
mobile bike repair shop at home,45403,Maintenance of motorcycles and scooters,Trade
this unit is involved in basmati rice farming,1121,Organic farming of basmati rice,Agriculture
industry: i keep bees and sell honey,1492,Bee-keeping and production of honey,Agriculture
we are into sand quarrying in my village,8106,Operation of sand or gravel pits,Mining
photocopying shop for export,82191,Photocopying and duplicating services,Services
we do rice cultivation in irrigated fields as msme,1121,Organic farming of basmati rice,Agriculture
internet service provider,61104,Activities providing internet access,IT Services
business activity: mutual fund agent for local market,66301,Management of mutual funds,Finance
i run a zari work business,13992,Zari work and ornamental trimmings,Manufacturing
industry: spice farming on small scale,1284,Growing of spices,Agriculture
we are into ayurvedic clinic,86901,Activities of Ayurveda practitioners,Healthcare
the company is engaged in marble quarrying for export,8101,Quarrying of marble,Mining
we do real estate developer,41001,Construction of buildings,Construction
i am doing dry cleaning laundry,96010,Washing and dry cleaning of textiles,Services
bicycle manufacturing,30921,Manufacture of bicycles,Manufacturing
we make electric vehicles,29101,Manufacture of passenger cars,Manufacturing
switch socket manufacturing,27331,Manufacture of switch and socket,Manufacturing
ayurvedic medicine making,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
security guard agency in india,80100,Private security activities,Services
i do cotton yarn spinning,13111,Preparation and spinning of cotton fiber,Manufacturing
we are into fast food centre for domestic market,56102,Cafeterias and fast food restaurants,Hospitality
industry: solar energy plant in india,35105,Electric power generation using solar energy,Energy
i do led bulb making for local market,27400,Manufacture of electric lighting equipment,Manufacturing
this unit is involved in we grow bananas for export,1222,Growing of bananas,Agriculture
mango farming in konkan,1221,Growing of mangoes,Agriculture
this unit is involved in civil construction contractor at home,41001,Construction of buildings,Construction
jute farming,1162,Growing of jute,Agriculture
spice grinding and processing,10795,Grinding and processing of spices,Manufacturing
i own a painting contractor for export,43303,Interior and exterior painting,Construction
we do mango farming in konkan for export,1221,Growing of mangoes,Agriculture
we deal in handloom weaving in my village,13121,Weaving of cotton fabrics,Manufacturing
i run a accountant ca firm in my village,69201,Accounting and auditing activities,Finance
homeopathic medicine in my city,21004,Manufacture of homoeopathic pharmaceutical preparations,Manufacturing
business activity: cobbler shoe repair,95230,Repair of footwear and leather goods,Services
we are into medicine manufacturing allopathic in my village,21002,Manufacture of allopathic pharmaceutical preparations,Manufacturing
our business is jewellery shop for local market,47733,Retail sale of jewellery,Trade
this unit is involved in two wheeler manufacturing,30911,Manufacture of motorcycles and scooters,Manufacturing
juice shop,56303,Fruit juice bars,Hospitality
architect firm for domestic market,71100,Architectural and engineering activities,Professional
highway building in my village,42101,Construction of highways and roads,Construction
limestone mining for domestic market,8107,Mining of limestone,Mining
cold storage warehouse,52101,Warehousing of refrigerated goods,Transport
we do pharmacy medical shop in india,47721,Retail sale of pharmaceuticals,Healthcare
cosmetics making,20237,Manufacture of cosmetics and toileteries,Manufacturing
fast food centre for local market,56102,Cafeterias and fast food restaurants,Hospitality
we deal in insurance agent in my city,66220,Activities of insurance agents and brokers,Finance
i run a event management for export,82300,Organization of conventions and trade shows,Services
this unit is involved in i make shoes chappal on small scale,15201,Manufacture of leather footwear,Manufacturing
i make clothes,14101,Manufacture of textile garments,Manufacturing
this unit is involved in grocery shop for local market,47211,Retail sale of cereals and pulses,Trade
we are into toothpaste manufacturing as msme,20235,Manufacture of dental hygiene preparations,Manufacturing
i do tax consultant in my city,69202,Tax consultancy,Finance
we are into vegetable farming in my city,1131,Growing of vegetables,Agriculture
business activity: we make bread and biscuits,10712,Manufacture of biscuits and cakes,Manufacturing
i make wooden furniture,31001,Manufacture of furniture of wood,Manufacturing
gold jewellery making on small scale,32111,Manufacture of jewellery of gold silver,Manufacturing
we deal in i grow rice in my city,1121,Organic farming of basmati rice,Agriculture
i grow mangoes for local market,1221,Growing of mangoes,Agriculture
i grow mangoes in my village,1221,Growing of mangoes,Agriculture
business activity: masala powder making at home,10795,Grinding and processing of spices,Manufacturing
we deal in tractor manufacturing for domestic market,28211,Manufacture of tractors for agriculture,Manufacturing
